0	23	17
1	16	12
2	19	14
0	3	5
5	3	4
0	22	17
5	17	12
2	7	16
2	11	5
4	8	8
0	8	28
3	0	4
3	3	15
4	0	5
1	20	14
3	10	21
0	12	13
0	2	23
2	4	11
0	6	26
3	13	18
5	5	27
0	13	1
2	2	0
0	26	13
1	1	26
3	14	28
3	29	12
6	0	21
5	30	23
4	11	11
2	10	2
1	14	14
0	3	30
2	30	10
1	21	31
0	12	2
3	2	26
2	16	14
4	25	8
4	28	16
4	3	30
2	21	26
5	16	1
2	3	19
5	22	14
3	12	1
2	8	11
0	11	4
6	6	6
6	2	1
0	16	30
1	18	12
6	11	13
0	16	10
5	20	11
5	10	29
3	0	10
0	18	22
6	15	8
5	16	12
4	0	23
0	19	16
0	28	0
4	23	18
3	13	1
1	17	18
0	17	4
1	11	6
3	13	0
6	27	17
5	0	0
6	3	27
6	9	25
6	9	0
3	4	25
6	4	9
6	24	27
0	21	0
1	27	17
1	15	6
3	20	1
5	2	20
3	7	29
2	16	31
5	13	9
3	28	18
2	17	8
2	30	17
1	22	20
0	12	7
5	15	14
5	11	4
6	25	5
0	1	29
6	22	19
3	10	18
0	23	5
0	22	21
1	25	12
3	25	3
1	10	0
6	26	22
5	2	5
3	22	12
0	26	17
6	7	20
3	25	27
4	11	29
4	25	23
2	11	4
3	15	20
5	16	5
0	15	31
5	2	23
3	2	15
5	11	28
4	1	8
3	22	31
0	19	20
4	29	18
6	4	6
3	20	22
0	21	22
5	4	14
5	27	23
0	9	5
5	18	6
4	14	12
5	27	12
2	18	8
1	27	11
5	0	8
0	14	7
6	4	1
3	21	28
3	15	10
1	8	19
5	24	11
5	1	28
0	19	24
5	14	28
3	14	10
1	11	30
5	19	30
0	15	6
1	8	16
5	24	15
3	0	21
5	19	20
3	29	6
3	12	26
1	27	4
4	7	5
6	2	14
2	8	29
2	3	27
2	13	10
4	30	27
6	9	7
6	5	11
4	29	4
1	30	21
1	18	17
5	10	7
2	22	22
4	24	19
1	0	28
1	4	16
0	4	21
5	14	11
4	19	17
3	14	4
1	21	6
6	6	7
6	5	30
4	29	0
4	10	31
4	13	24
3	23	26
0	2	31
2	26	17
4	17	31
2	5	11
0	20	9
1	25	9
4	5	29
1	20	3
6	0	13
3	30	25
1	14	7
4	1	1
1	12	29
1	0	10
0	18	11
4	15	12
2	25	26
6	24	10
0	30	20
4	12	14
5	17	7
6	26	11
1	12	4
1	1	16
6	1	29
4	22	15
3	3	7
5	26	2
1	8	5
0	10	15
6	5	8
3	6	29
5	7	29
1	11	9
6	5	26
1	14	28
4	7	12
2	28	8
3	19	26
5	29	9
2	19	10
2	20	9
1	7	13
2	9	24
4	0	20
3	5	13
6	27	18
4	2	11
4	9	7
2	4	4
5	2	30
6	0	6
4	7	31
4	17	27
1	7	24
2	20	6
5	0	11
1	15	15
1	5	2
4	8	4
3	1	23
3	10	1
5	4	4
6	0	23
3	4	0
3	7	6
2	15	7
3	9	22
6	16	8
3	20	19
2	14	12
5	30	26
6	10	21
3	28	27
2	23	23
6	2	0
6	17	28
0	18	17
0	12	9
2	25	29
0	5	21
4	2	29
3	18	10
6	22	29
2	24	16
4	26	3
1	21	20
4	24	24
5	3	29
1	22	13
6	6	0
2	25	22
5	23	5
4	7	6
6	25	8
0	7	25
6	26	21
2	2	28
2	4	15
1	2	5
0	21	11
2	9	14
0	5	24
2	19	24
4	20	28
3	2	30
1	19	16
1	0	17
2	16	28
2	12	24
1	1	12
5	29	21
5	10	1
4	21	9
3	6	18
1	16	29
0	22	7
2	13	13
6	13	21
0	24	29
4	24	6
6	2	21
4	19	3
2	6	23
3	11	17
5	13	23
4	21	1
2	12	14
0	24	18
6	5	4
3	7	31
2	5	31
0	16	13
0	15	3
5	22	31
3	2	22
6	21	31
5	22	13
6	14	6
6	29	29
2	20	12
6	21	19
5	0	22
3	9	9
2	2	20
3	26	8
6	16	25
3	12	30
2	28	4
6	4	16
5	16	6
4	27	3
0	0	12
1	22	5
5	14	15
3	22	2
1	26	15
2	21	12
3	3	4
3	23	8
1	6	4
3	30	29
4	2	21
3	2	1
5	23	12
5	10	18
2	28	23
4	0	16
1	8	9
6	0	31
6	21	24
6	8	19
3	25	24
3	27	26
1	24	10
1	22	15
6	27	0
1	7	0
4	17	2
5	19	19
6	18	30
2	3	1
2	15	11
1	13	21
4	6	0
0	25	21
6	0	2
6	29	30
2	0	15
4	26	7
0	7	5
4	10	16
0	18	18
4	7	20
1	1	6
6	12	1
1	9	0
1	4	13
5	15	28
4	28	15
2	6	10
2	15	10
0	14	8
2	6	27
6	15	26
1	5	30
2	8	4
5	0	1
2	28	1
4	19	28
5	0	26
3	13	29
1	28	9
5	25	28
4	6	21
5	24	25
4	22	1
3	30	1
5	12	27
5	18	18
5	11	3
6	8	26
2	4	1
3	4	13
6	18	2
4	22	7
6	28	6
6	29	12
6	8	5
0	6	20
2	14	23
4	28	19
1	25	23
4	19	25
6	24	2
0	16	20
6	7	5
0	3	19
5	12	31
5	26	5
6	19	1
1	30	29
5	13	22
6	10	17
6	24	16
0	3	23
3	22	24
1	1	9
2	16	21
4	7	13
2	10	31
6	4	27
5	6	9
4	13	3
6	2	15
3	29	23
5	6	5
5	19	6
2	22	11
2	0	5
5	9	6
4	1	30
2	25	25
1	7	31
4	11	12
0	10	4
1	2	19
3	27	11
3	28	14
1	16	15
2	22	14
0	23	19
6	8	16
0	9	13
0	18	28
2	0	1
6	7	31
4	15	19
2	10	6
2	13	2
2	29	25
1	21	16
5	28	7
6	16	7
0	6	19
3	22	5
3	30	18
6	25	1
5	19	12
4	11	5
4	3	17
2	3	2
3	13	4
1	5	19
1	2	15
1	26	26
0	24	30
1	25	20
6	25	23
2	30	21
4	7	2
1	15	16
1	29	26
5	1	27
4	24	5
4	1	15
3	25	31
1	5	8
5	18	21
0	8	17
4	8	22
0	15	0
3	16	9
0	9	9
4	5	7
5	27	15
0	16	31
6	19	15
2	24	27
0	21	7
0	15	10
6	3	3
1	5	16
0	22	10
4	1	0
3	25	23
0	5	14
5	10	11
6	30	24
0	28	8
3	14	31
6	16	10
2	29	21
4	25	15
6	25	15
0	28	15
5	21	3
4	5	18
1	0	13
3	2	12
5	12	5
1	12	8
1	10	24
4	3	9
5	2	19
2	11	22
6	18	1
0	23	24
2	20	13
4	3	24
0	7	22
2	5	29
1	8	31
0	12	10
0	23	27
3	1	27
0	0	26
6	17	14
6	14	27
1	9	15
5	13	1
3	29	20
2	25	1
6	4	2
4	29	29
2	15	0
4	27	28
6	7	30
6	3	28
2	4	19
1	2	11
6	23	21
6	28	27
0	8	29
0	29	3
1	26	12
2	13	17
1	28	16
6	24	24
2	22	3
5	7	7
6	3	14
4	14	8
3	10	3
2	1	22
4	12	25
4	5	28
0	11	15
2	10	23
1	15	12
3	22	6
3	27	1
5	18	24
6	14	16
3	17	14
3	4	14
6	11	5
1	24	14
5	17	25
6	30	29
3	30	30
3	21	24
0	19	9
5	24	8
1	27	24
5	22	6
2	4	26
1	5	1
5	18	17
1	18	6
6	17	9
1	28	13
5	29	3
3	5	23
6	13	18
6	28	30
5	26	23
4	25	5
4	28	23
0	7	0
3	14	6
0	20	26
0	5	27
5	30	15
1	23	19
6	30	3
4	27	13
5	27	11
4	12	11
3	3	18
1	16	18
5	20	22
1	16	19
5	0	18
2	3	9
4	18	26
1	3	28
3	23	29
1	3	31
5	19	16
4	9	24
0	11	29
0	14	0
3	19	19
2	6	16
2	28	26
1	5	12
6	24	17
5	6	16
0	13	20
3	2	9
1	1	30
6	4	12
4	25	18
3	8	13
5	9	12
5	5	9
1	13	7
2	3	23
5	23	22
2	11	26
0	10	2
5	25	3
5	6	23
3	8	30
0	28	4
3	26	16
4	29	1
2	14	26
0	28	26
4	6	20
1	26	11
5	2	24
1	11	20
3	10	7
0	19	27
1	24	17
1	18	13
6	21	16
1	10	4
2	30	3
0	19	13
6	1	22
2	12	17
1	1	31
2	13	27
4	29	22
0	13	13
0	20	30
1	15	13
3	2	29
1	2	18
1	7	10
5	1	0
5	10	12
4	9	28
5	14	7
6	18	15
2	12	0
0	10	5
4	30	31
5	8	31
5	23	26
0	14	5
2	6	28
2	27	17
0	21	19
4	10	3
5	21	18
6	21	20
0	9	31
2	21	11
2	24	26
1	10	3
6	14	30
4	10	27
6	18	19
2	19	21
4	26	22
3	13	11
0	26	10
5	3	0
0	7	18
6	18	23
0	10	29
0	7	15
4	18	19
0	26	3
1	7	28
3	29	26
3	28	3
4	9	6
0	30	27
4	13	10
0	20	5
3	28	31
2	22	25
3	16	30
0	24	8
5	30	12
3	0	0
6	17	10
5	23	9
4	16	6
0	0	15
2	2	6
6	9	14
4	6	28
0	13	27
2	18	25
1	19	8
3	30	19
3	1	10
4	1	29
3	16	26
4	30	10
3	7	3
4	3	3
2	6	5
5	15	7
4	29	25
1	22	22
6	17	16
6	4	20
5	21	28
0	20	19
0	21	12
4	22	4
6	6	24
1	3	14
1	8	13
3	19	27
0	30	16
0	0	11
3	20	8
6	21	6
6	23	28
3	18	2
4	12	22
6	23	17
1	4	30
4	21	30
4	21	12
1	19	11
2	8	8
5	15	24
5	3	15
6	30	11
2	21	1
2	2	3
2	29	28
4	22	11
3	30	15
5	20	23
2	26	25
5	26	31
4	18	18
1	14	10
6	24	20
1	30	14
3	9	15
0	0	5
0	3	12
1	5	9
1	5	26
1	7	3
3	18	27
0	27	8
4	23	24
4	11	26
5	7	25
5	17	1
5	28	11
1	13	22
3	18	24
5	6	4
4	25	4
4	12	21
6	2	22
1	15	20
5	3	26
5	1	14
4	18	5
4	8	5
0	6	30
0	1	18
0	15	14
5	7	15
1	30	0
1	9	5
0	20	15
6	5	18
5	24	0
3	2	16
0	4	18
6	23	29
1	29	20
0	28	25
3	0	14
4	17	20
6	14	31
3	4	6
5	18	14
6	14	9
6	21	9
6	4	13
6	27	7
1	28	20
6	27	14
0	30	12
0	11	7
4	1	18
6	22	23
6	6	21
6	11	9
6	30	25
0	8	14
1	24	0
1	14	31
5	2	27
5	22	20
6	28	2
0	27	15
4	6	6
2	9	2
3	4	27
0	14	11
4	17	23
2	3	13
4	16	24
2	20	23
0	26	23
0	4	0
5	16	8
2	4	22
4	25	22
6	6	31
6	4	26
5	29	2
3	11	10
4	19	21
1	2	8
2	22	28
3	8	23
2	18	18
0	4	11
6	12	19
5	3	11
4	8	11
1	2	22
6	9	1
2	7	29
3	28	0
3	5	19
0	10	19
0	23	16
0	9	3
5	0	21
1	12	26
6	19	29
0	1	17
4	9	11
5	17	14
3	29	30
6	13	4
6	20	18
5	20	19
1	23	25
3	9	26
3	25	21
4	2	31
6	9	28
6	25	2
2	27	2
3	12	9
1	21	24
4	29	11
4	22	8
1	1	5
6	12	26
2	29	18
2	15	25
3	2	2
3	28	24
5	3	19
6	20	11
0	2	13
6	29	15
5	20	5
3	11	21
3	20	29
1	7	7
5	29	10
1	28	27
4	19	22
3	17	17
0	29	13
6	2	11
0	6	2
3	22	23
4	16	0
2	17	23
3	11	20
4	2	25
3	7	4
6	14	13
0	8	4
4	23	31
5	22	28
2	30	13
2	3	5
5	20	8
0	27	19
6	10	6
5	5	20
6	7	13
4	1	26
6	26	14
2	3	26
1	2	12
6	25	22
1	3	21
5	3	25
3	18	20
2	7	22
5	11	18
0	1	21
2	27	31
6	22	15
0	11	25
3	8	10
5	12	3
0	22	24
3	1	30
1	26	1
3	28	10
5	11	25
2	1	1
5	19	10
4	19	4
0	6	6
3	18	21
5	1	10
3	15	31
3	1	24
6	7	3
1	29	12
6	26	18
5	6	12
1	2	25
0	2	20
1	6	21
1	26	30
2	7	9
2	0	29
4	10	24
3	18	3
4	0	9
5	6	2
4	5	11
0	5	20
1	30	28
3	30	8
6	4	19
5	3	18
3	24	18
4	25	19
5	9	8
6	20	28
5	26	20
6	15	11
0	16	2
6	10	9
5	28	3
6	20	24
0	21	29
4	17	9
3	5	30
6	27	21
5	23	20
6	23	25
0	16	12
4	16	18
6	19	12
1	17	3
5	11	24
5	25	31
0	11	10
5	28	21
2	16	6
6	29	4
0	29	10
4	11	1
0	21	25
1	18	10
3	5	1
1	22	30
5	12	24
0	22	3
5	18	10
5	1	25
4	12	15
4	6	31
5	22	21
0	21	18
0	28	22
1	8	20
3	24	25
6	24	21
4	15	22
3	12	12
0	24	26
4	16	14
6	11	26
1	17	13
3	26	20
4	0	6
5	17	19
3	10	8
0	24	5
0	20	13
0	1	28
2	13	31
2	18	4
1	24	13
5	17	4
6	12	25
1	1	20
4	27	23
6	26	0
1	12	23
2	16	2
1	12	11
5	19	13
1	7	17
6	29	22
6	18	27
0	8	10
3	17	7
5	30	29
5	21	21
0	30	5
4	19	15
5	23	13
1	30	11
0	13	19
1	18	24
5	12	2
4	25	25
4	8	18
1	22	26
6	22	5
6	1	8
2	19	11
3	0	24
5	22	9
4	6	2
1	4	2
4	30	28
2	23	31
5	4	21
1	30	26
6	13	25
0	30	19
1	30	18
1	23	4
1	19	30
3	7	14
6	19	11
5	22	17
1	29	29
6	2	26
3	21	21
2	19	3
5	13	16
2	20	19
1	26	19
5	7	0
0	28	29
1	19	1
6	23	22
2	29	11
3	24	11
1	22	19
2	14	11
0	8	18
1	29	23
0	12	28
3	12	8
2	9	21
5	21	10
3	19	2
4	25	26
4	27	31
2	15	22
0	25	22
3	6	8
5	25	0
5	16	23
0	10	23
2	6	24
4	13	13
2	7	23
5	4	11
1	25	27
0	30	2
2	27	6
5	17	15
1	7	2
3	12	20
0	12	27
6	4	31
3	3	0
2	18	14
1	9	25
1	21	9
4	27	21
1	1	23
2	22	18
5	1	7
5	20	12
1	6	14
6	18	20
1	6	7
1	14	13
4	11	9
4	4	9
0	28	14
1	25	6
1	24	31
6	27	20
1	21	14
5	18	25
3	8	20
1	2	29
5	25	18
5	12	16
3	14	0
4	26	18
5	10	15
3	19	5
6	20	0
0	17	15
2	25	14
2	11	18
5	27	30
6	18	5
6	28	5
0	11	14
0	13	26
3	25	20
1	12	22
2	2	21
2	15	4
3	27	4
5	28	24
3	23	22
0	7	11
0	27	1
3	28	25
2	1	26
2	13	24
5	17	8
1	8	27
3	17	3
6	26	26
3	15	9
2	13	12
2	10	5
1	30	15
6	20	14
4	14	20
3	24	10
2	8	18
0	5	31
4	5	25
0	30	23
1	20	15
2	12	11
0	19	28
4	12	3
0	11	1
1	9	11
3	24	15
0	25	24
4	18	8
6	9	11
2	11	12
6	0	30
6	25	30
4	13	17
6	22	22
1	8	2
4	13	28
1	0	6
5	30	8
5	21	11
5	20	16
5	29	27
3	18	13
6	24	14
4	27	24
2	12	4
2	0	12
5	10	19
3	11	28
1	14	20
4	7	16
6	12	22
2	19	25
0	25	7
0	27	5
6	13	3
1	28	3
2	20	10
5	26	26
2	22	29
5	11	10
5	9	19
6	9	8
0	8	25
2	23	27
6	16	28
4	30	14
0	23	6
5	21	15
2	6	6
0	2	9
1	27	10
5	10	0
3	20	12
5	14	8
5	26	30
4	1	25
1	18	31
5	10	5
6	23	10
2	9	27
2	30	6
5	7	3
1	19	26
3	17	28
2	5	3
6	28	19
2	17	15
5	0	29
1	28	23
5	28	18
3	24	0
2	5	10
1	3	11
6	5	22
4	29	21
4	8	19
2	0	27
4	4	30
6	0	3
0	14	26
0	11	11
2	19	31
1	0	20
0	0	18
6	20	3
2	0	19
4	6	17
4	16	28
2	24	5
3	13	26
3	29	31
2	20	31
2	20	5
4	22	0
4	8	15
3	4	7
2	30	28
0	20	12
0	11	0
3	17	10
6	23	18
1	23	29
3	25	13
2	30	30
2	23	13
6	8	22
0	3	27
3	11	31
0	2	17
4	22	22
5	9	13
4	9	3
3	20	4
4	11	16
3	28	13
6	14	17
5	9	27
1	0	7
3	21	20
0	12	24
6	16	11
2	27	20
2	7	26
0	4	26
6	8	1
5	5	16
2	7	4
1	29	30
0	16	23
0	4	3
2	20	2
4	21	26
3	13	22
0	24	23
6	3	7
3	26	9
3	30	12
5	18	13
2	15	18
4	25	12
6	22	30
5	12	9
2	23	20
0	16	16
1	3	17
3	15	12
4	7	26
0	27	16
1	9	19
5	4	0
2	21	29
2	30	24
3	9	16
6	24	31
1	13	29
6	24	28
6	28	26
4	13	9
3	21	18
3	26	19
3	10	22
6	6	18
1	24	18
6	22	11
3	17	11
2	17	13
4	20	3
3	2	19
3	20	15
5	26	27
5	10	26
1	4	6
5	28	0
6	7	23
6	4	5
3	16	23
4	18	30
1	23	18
1	26	23
0	8	3
6	18	13
4	7	9
3	28	6
3	8	17
6	26	1
4	14	26
3	12	6
6	17	24
0	3	8
5	9	9
1	11	24
5	9	30
1	9	29
3	7	25
3	3	14
4	1	5
5	14	14
1	7	14
4	4	16
3	8	24
5	6	1
5	1	6
6	5	12
0	0	23
2	21	15
2	26	28
2	2	25
4	11	22
1	0	3
2	4	8
1	13	14
3	28	7
0	12	3
1	3	24
6	18	16
4	23	17
3	5	12
2	8	3
2	18	29
1	7	27
4	13	21
6	23	11
4	14	19
1	13	28
4	28	30
6	6	28
0	5	0
6	8	29
1	14	2
4	4	1
5	8	20
3	3	1
3	19	15
4	4	27
1	27	14
2	10	26
1	22	27
2	2	27
2	22	10
3	18	31
4	15	29
5	28	22
6	13	24
4	30	13
2	2	24
4	8	1
0	1	22
3	23	19
2	24	9
6	0	24
6	2	8
3	2	5
5	12	12
6	21	13
2	26	18
3	11	3
2	7	15
4	15	15
2	15	15
0	19	21
4	6	10
1	4	31
2	7	8
4	20	24
3	0	11
2	15	14
1	15	23
2	22	0
5	12	10
3	15	16
1	13	3
5	5	10
5	11	7
4	3	27
1	29	15
2	26	31
3	17	15
2	26	7
5	30	9
5	26	9
2	25	0
2	29	22
5	29	17
0	28	21
6	26	8
5	4	31
2	22	15
2	14	5
3	22	27
6	19	26
3	25	16
6	17	2
4	9	21
1	4	23
3	4	20
2	3	30
3	5	26
6	23	15
6	26	19
1	3	4
4	13	2
6	13	17
6	21	5
3	9	12
4	15	1
1	20	18
1	12	5
5	27	19
4	6	7
0	7	7
6	11	16
4	8	25
0	3	2
4	20	6
6	25	19
1	17	31
0	21	1
5	8	28
2	19	13
1	18	16
5	13	19
0	12	14
3	26	15
5	7	14
1	17	11
3	12	19
5	0	4
6	21	12
6	28	31
0	15	25
6	11	30
0	19	6
4	10	5
4	1	11
0	29	6
0	16	5
1	19	23
1	12	15
6	23	3
0	16	9
1	14	27
4	20	31
6	17	13
4	26	21
3	11	9
5	1	24
2	13	23
4	14	16
1	20	17
3	3	22
3	9	29
1	29	1
3	16	5
0	22	31
5	24	19
4	28	5
2	26	20
4	14	2
6	29	25
6	15	23
2	18	19
4	24	23
2	16	20
1	18	5
1	8	12
1	7	6
2	12	7
1	28	2
1	25	13
4	14	1
4	29	26
3	1	3
0	28	18
3	2	27
5	9	1
6	1	1
3	14	25
6	16	21
0	4	28
6	18	9
1	3	29
0	10	26
2	9	28
4	7	1
0	10	1
4	18	4
3	15	30
4	5	26
0	27	27
2	24	8
0	5	10
4	16	10
2	18	15
0	25	28
3	14	13
6	30	0
1	22	1
3	11	6
6	17	20
2	28	18
2	0	16
2	17	5
2	16	7
0	21	15
1	8	30
4	21	2
5	15	21
6	16	0
6	3	21
4	25	11
0	24	1
4	8	30
3	9	19
2	7	2
3	17	0
1	6	0
6	12	15
6	14	10
5	6	26
5	4	24
4	29	19
1	0	24
1	10	31
3	18	9
2	21	16
4	7	23
3	0	18
3	13	12
1	23	1
2	23	21
1	20	29
3	16	4
1	13	8
5	13	4
4	0	12
6	16	15
1	12	2
0	24	15
6	12	5
2	10	12
6	6	3
0	26	6
4	25	16
0	18	4
1	2	30
1	26	25
1	16	8
0	23	20
5	19	9
0	10	22
4	11	19
0	10	12
4	19	29
1	24	6
3	12	13
